[Heroes Archive] (Data_00_first)


Heroes Message Name: Message


MID_MISSION_M0001_TITLE: ２月ミッション
MID_MISSION_H_S201708VMAP01_A6: 赤属性の仲間を自軍に入れて、\nその１ハードを\n４人全員生存でクリア。
MID_MISSION_S201708VMAP01_A7: 特殊：その２ハード突破
MID_MISSION_H_S201708VMAP01_A7: 青属性の仲間を自軍に入れて、\nその２ハードを\n４人全員生存でクリア。
MID_MISSION_S201708VMAP01_A8: 特殊：その３ハード突破
MID_MISSION_H_S201708VMAP01_A8: 緑属性の仲間を自軍に入れて、\nその３ハードを\n４人全員生存でクリア。
MID_MISSION_S201708VMAP01_A9: 特殊：その４ハード突破
MID_MISSION_H_S201708VMAP01_A9: 無属性の仲間を自軍に入れて、\nその４ハードを\n４人全員生存でクリア。
MID_MISSION_S201708VMAP01_A10: 特殊：その５ハード突破
MID_MISSION_H_S201708VMAP01_A10: その５ハードを\n４人全員生存でクリア。
MPID_ゼト: 賽特
MPID_ヒーニアス: 西尼亞斯
MPID_アメリア: 亞美利雅
MPID_ターナ: 塔娜
MPID_ヴァルター: 瓦爾達
MPID_HONOR_ゼト: 純銀的聖騎士
MPID_HONOR_ヒーニアス: 謀略的王子
MPID_HONOR_アメリア: 戰場之花
MPID_HONOR_ターナ: 翱翔天際的公主
MPID_HONOR_ヴァルター: 月光石
MPID_H_ゼト: 效忠路奈斯王國的年少將軍。\n個性沉著冷靜，戰術眼光獨到。\n（登場作品：『ファイアーエムブレム　聖魔の光石』）
MPID_H_ヒーニアス: 弗萊利亞王國的王子，塔娜的兄長。\n自信心很強，是個刀子嘴豆腐心的人。\n（登場作品：『ファイアーエムブレム　聖魔の光石』）
MPID_H_アメリア: 出身於格拉多帝國席爾巴村的士兵，\n是位純真而率直的少女。\n（登場作品：『ファイアーエムブレム　聖魔の光石』）
MPID_H_ターナ: 弗萊利亞王國的公主，西尼亞斯的妹妹。\n個性純真而開朗，無論遇到任何人都能親切對待。\n（登場作品：『ファイアーエムブレム　聖魔の光石』）
MPID_H_ヴァルター: 格拉多帝國六將之一，別名是【月光石】。\n是位酷愛暴行的奇特將領。\n（登場作品：『ファイアーエムブレム　聖魔の光石』）
MPID_VOICE_ゼト: 小山力也(Rikiya Koyama)
MPID_VOICE_ヒーニアス: 福山潤(Jun Fukuyama)
MPID_VOICE_アメリア: 永野愛(Ai Nagano)
MPID_VOICE_ターナ: たなか久美(Kumi Tanaka)
MPID_VOICE_ヴァルター: 大川透(Toru Okawa)
MPID_ILLUST_ゼト: 冨士原良(Ryo Fujiwara)
MPID_ILLUST_ヒーニアス: 悌太(Teita)
MPID_ILLUST_アメリア: アマガイタロー(Amagaitaro)
MPID_ILLUST_ターナ: cuboon
MPID_ILLUST_ヴァルター: п猫Ｒ(PenekoR)
MSID_翼槍ヴィドフニル: 維德佛爾尼爾
MSID_魔性の槍: 魔性之槍
MSID_キラーアクス2: 必殺斧鍛
MSID_キラーアクス2＋: 必殺斧鍛＋
MSID_蛇弓ニーズヘッグ: 尼德霍格
MSID_速さ守備1: 速度防守１
MSID_速さ守備2: 速度防守２
MSID_魔防の城塞1: 魔防堡壘１
MSID_魔防の城塞2: 魔防堡壘２
MSID_魔防の城塞3: 魔防堡壘３
MSID_攻撃守備封じ1: 攻擊防守封印１
MSID_攻撃守備封じ2: 攻擊防守封印２
MSID_重装の行軍1: 重裝備行軍１
MSID_重装の行軍2: 重裝備行軍２
MSID_重装の行軍3: 重裝備行軍３
MSID_空からの先導1: 空中前導１
MSID_空からの先導2: 空中前導２
MSID_空からの先導3: 空中前導３
MSID_H_翼槍ヴィドフニル: 受到武器為劍、槍、斧的敵人攻擊時，\n戰鬥中的防守＋７
MSID_H_魔性の槍: 攻擊及速度＋２，奧義發動計量－１\n戰鬥後給予自己４傷害
MSID_H_キラーアクス2: 容易發動奧義（發動計量－１）
MSID_H_キラーアクス2＋: 容易發動奧義（發動計量－１）
MSID_H_蛇弓ニーズヘッグ: 克制飛行　戰鬥中的攻擊、速度、防守、魔防提升\n（提升數值為：緊鄰自己的我方人數×２)
MSID_H_速さ守備1: 速度及防守＋１
MSID_H_速さ守備2: 速度及防守＋２
MSID_H_魔防の城塞1: 攻擊－３，魔防＋３
MSID_H_魔防の城塞2: 攻擊－３，魔防＋４
MSID_H_魔防の城塞3: 攻擊－３，魔防＋５
MSID_H_攻撃守備封じ1: 戰鬥後，敵人的攻擊及防守－３\n（直到敵人下次行動結束）
MSID_H_攻撃守備封じ2: 戰鬥後，敵人的攻擊及防守－５\n（直到敵人下次行動結束）
MSID_H_重装の行軍1: 回合開始時，若自身ＨＰ為１００％，\n且周圍１格內有我方重裝單位，則自己和周圍１格內的\n我方重裝單位移動＋１（１回合，不可累計）
MSID_H_重装の行軍2: 回合開始時，若自身ＨＰ高於５０％，\n且周圍１格內有我方重裝單位，則自己和周圍１格內的\n我方重裝單位移動＋１（１回合，不可累計）
MSID_H_重装の行軍3: 回合開始時，若周圍１格內有我方重裝單位，\n則自己和周圍１格內的我方重裝單位移動＋１\n（１回合，不可累計）
MSID_H_空からの先導1: 若自身ＨＰ為１００％，周圍２格內的\n我方步行及重裝單位，可移動至與自己相鄰的格子
MSID_H_空からの先導2: 若自身ＨＰ高於５０％，周圍２格內的\n我方步行及重裝單位，可移動至與自己相鄰的格子
MSID_H_空からの先導3: 周圍２格內的我方步行及重裝單位，\n可移動至與自己相鄰的格子
MID_STAGE_HONOR_V0031: ターン制限
MID_STAGE_V0031: その１
MID_STAGE_HONOR_V0032: ターン制限
MID_STAGE_V0032: その２
MID_STAGE_HONOR_V0033: ターン制限
MID_STAGE_V0033: その３
MID_STAGE_HONOR_V0034: ターン制限
MID_STAGE_V0034: その４
MID_STAGE_HONOR_V0035: ターン制限
MID_STAGE_V0035: その５
MID_STAGE_HONOR_V0061: 日替わり
MID_STAGE_V0061: その１
MID_STAGE_HONOR_V0062: 日替わり
MID_STAGE_V0062: その２
MID_STAGE_HONOR_V0063: 日替わり
MID_STAGE_V0063: その３
MID_STAGE_HONOR_V0064: 日替わり
MID_STAGE_V0064: その４
MID_STAGE_HONOR_V0065: 日替わり
MID_STAGE_V0065: その５
MID_STAGE_HONOR_V0066: 日替わり
MID_STAGE_V0066: その６
MID_STAGE_HONOR_V0067: 日替わり
MID_STAGE_V0067: その７
MID_STAGE_HONOR_V0071: 日替わり
MID_STAGE_V0071: その８
MID_STAGE_HONOR_V0072: 日替わり
MID_STAGE_V0072: その９
MID_STAGE_HONOR_V0073: 日替わり
MID_STAGE_V0073: その１０
MID_STAGE_HONOR_V0074: 日替わり
MID_STAGE_V0074: その１１
MID_STAGE_HONOR_V0075: 日替わり
MID_STAGE_V0075: その１２
MID_STAGE_HONOR_V0076: 日替わり
MID_STAGE_V0076: その１３
MID_STAGE_HONOR_V0077: 日替わり
MID_STAGE_V0077: その１４
MID_STAGE_HONOR_V0081: 日替わり
MID_STAGE_V0081: その１５
MID_STAGE_HONOR_V0082: 日替わり
MID_STAGE_V0082: その１６
MID_STAGE_HONOR_V0083: 日替わり
MID_STAGE_V0083: その１７
MID_STAGE_HONOR_V0084: 日替わり
MID_STAGE_V0084: その１８
MID_STAGE_HONOR_V0085: 日替わり
MID_STAGE_V0085: その１９
MID_STAGE_HONOR_V0086: 日替わり
MID_STAGE_V0086: その２０
MID_STAGE_HONOR_V0087: 日替わり
MID_STAGE_V0087: その２１
MID_CHAPTER_TITLE_CX009: 外傳１０
MID_CHAPTER_CX009: 聖魔世界
MID_STAGE_TITLE_X0091: 外傳１０—１節
MID_STAGE_TITLE_X0092: 外傳１０—２節
MID_STAGE_TITLE_X0093: 外傳１０—３節
MID_STAGE_X0091: 皇女與騎士
MID_STAGE_X0092: 弗萊利亞的兄妹
MID_STAGE_X0093: 純銀的騎士
MID_STAGE_TITLE_ST_X0008: 外傳９
MID_STAGE_TITLE_ST_X0009: 外傳１０
MID_STAGE_TITLE_ST_X1009: 外傳９～１０
MID_CHAPTER_ST_CX005: 外傳９～１０
MID_STAGE_HONOR_T0014: 月光石
MID_STAGE_T0014: 瓦爾達
MID_MISSION_S201710HERO01_TITLE: 大英雄戦
MID_MISSION_S201710HERO01_A1: 特殊：蒼鴉ウルスラ突破
MID_MISSION_H_S201710HERO01_A1: シャロンを自軍に入れて、\n大英雄戦・蒼鴉ウルスラをクリア。
MID_MISSION_S201710HERO01_A2: 特殊：蒼鴉ウルスラ突破
MID_MISSION_H_S201710HERO01_A2: 蒼鴉ウルスラを自軍に入れて、\n大英雄戦・蒼鴉ウルスラ\nルナティック以上をクリア。
MID_MISSION_S201710HERO01_A3: 特殊：蒼鴉ウルスラを撃破
MID_MISSION_H_S201710HERO01_A3: シャロンで、\nレベル４０以上の蒼鴉ウルスラを撃破。
MID_MISSION_S201710HERO01_A4: 特殊：蒼鴉ウルスラを撃破
MID_MISSION_H_S201710HERO01_A4: 蒼鴉ウルスラで、\nレベル４０以上の蒼鴉ウルスラを撃破。
MID_MISSION_S201710SENKA01_DAILY_TITLE: 戦渦の連戦
MID_MISSION_S201710SENKA01_DAILY_A1: 特殊：戦渦の連戦突破
MID_MISSION_H_S201710SENKA01_DAILY_A1: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201710SENKA01_DAILY_A2: 特殊：戦渦の連戦突破
MID_MISSION_H_S201710SENKA01_DAILY_A2: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201710SENKA01_DAILY_A3: 特殊：戦渦の連戦突破
MID_MISSION_H_S201710SENKA01_DAILY_A3: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201710SENKA02_DAILY_TITLE: 戦渦の連戦
MID_MISSION_S201710SENKA02_DAILY_A1: 特殊：戦渦の連戦突破
MID_MISSION_H_S201710SENKA02_DAILY_A1: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201710SENKA02_DAILY_A2: 特殊：戦渦の連戦突破
MID_MISSION_H_S201710SENKA02_DAILY_A2: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201710SENKA02_DAILY_A3: 特殊：戦渦の連戦突破
MID_MISSION_H_S201710SENKA02_DAILY_A3: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201710STORY01_TITLE: 聖戰世界
MID_MISSION_S201710STORY01_A1: 特殊:突破外傳13－1節(超難)
MID_MISSION_H_S201710STORY01_A1: 我軍內有成員武器為斧，\n且在4人皆生存的狀態下\n過關外傳13—1節(超難)。
MID_MISSION_S201710STORY01_A2: 特殊:突破外傳13－2節(超難)
MID_MISSION_H_S201710STORY01_A2: 我軍內有成員武器為劍，\n且在4人皆生存的狀態下\n過關外傳13—2節(超難)。
MID_MISSION_S201710STORY01_A3: 特殊:突破外傳13－3節(超難)
MID_MISSION_H_S201710STORY01_A3: 我軍內有成員武器為槍，\n且在4人皆生存的狀態下\n過關外傳13—3節(超難)。
MPID_シグルド: 西格爾特
MPID_アーダン: 亞丹
MPID_アイラ: 艾伊拉
MPID_ディアドラ: 迪雅朵拉
MPID_ティルテュ: 提爾透
MPID_アルヴィス: 阿爾維斯
MPID_HONOR_シグルド: 聖騎士
MPID_HONOR_アーダン: 又硬、又強、又慢
MPID_HONOR_アイラ: 流星的劍姬
MPID_HONOR_ディアドラ: 精靈森林的少女
MPID_HONOR_ティルテュ: 雷之女爵
MPID_HONOR_アルヴィス: 神炎的皇帝
MPID_H_シグルド: 希亞費公國勳爵。是聖戰士巴爾德的後裔，\n也是賽列斯的父親。既勇敢又擁有強烈的正義感。\n（登場作品：『ファイアーエムブレム　聖戦の系譜』）
MPID_H_アーダン: 希亞費公國的重騎士。夢想是在前線活躍，\n但大部分的時間都在守衛城池。\n（登場作品：『ファイアーエムブレム　聖戦の系譜』）
MPID_H_アイラ: 伊扎克王國的公主，劍聖奧德的後裔。\n劍術高手，為了祖國而揮劍克敵。\n（登場作品：『ファイアーエムブレム　聖戦の系譜』）
MPID_H_ディアドラ: 隱居在精靈森林的少女，\n失去了過去的記憶。\n（登場作品：『ファイアーエムブレム　聖戦の系譜』）
MPID_H_ティルテュ: 弗立吉公國的女爵，魔法騎士托德的後裔。\n雖然個性開朗，但內心藏著某種糾葛。\n（登場作品：『ファイアーエムブレム　聖戦の系譜』）
MPID_H_アルヴィス: 貝爾特瑪公國大公，\n是魔法戰士法拉及皇族瑪伊拉的後裔。\n（登場作品：『ファイアーエムブレム　聖戦の系譜』）
MPID_VOICE_シグルド: 森川智之(Toshiyuki Morikawa)
MPID_VOICE_アーダン: 大川透(Toru Okawa)
MPID_VOICE_アイラ: 折笠愛(Ai Orikasa)
MPID_VOICE_ディアドラ: 井上喜久子(Kikuko Inoue)
MPID_VOICE_ティルテュ: 桑島法子(Houko Kuwashima)
MPID_VOICE_アルヴィス: 速水奨(Sho Hayami)
MPID_ILLUST_シグルド: 沙汰(Sata)
MPID_ILLUST_アーダン: 添田一平(Ippei Soeda)
MPID_ILLUST_アイラ: 麻谷知世(Tomoyo Asatani)
MPID_ILLUST_ディアドラ: はいむらきよたか(Kiyotaka Haimura)
MPID_ILLUST_ティルテュ: しおえもん(Shioemon) / INTELLIGENT SYSTEMS
MPID_ILLUST_アルヴィス: 悌太(Teita)
MSID_聖剣ティルフィング: 聖劍斬裂劍
MSID_瞬閃アイラの剣: 瞬閃艾伊拉之劍
MSID_ファラフレイム: 法拉之炎
MSID_聖書ナーガ: 聖書那迦
MSID_速さ魔防の応援: 速度魔防支援
MSID_剣姫の流星: 劍姬的流星
MSID_聖騎士の加護: 聖騎士的加護
MSID_追撃リング: 追擊戒指
MSID_リカバーリング: 聖癒戒指
MSID_速さの紫煙1: 速度紫煙１
MSID_速さの紫煙2: 速度紫煙２
MSID_速さの紫煙3: 速度紫煙３
MSID_速さの謀策1: 速度謀策１
MSID_速さの謀策2: 速度謀策２
MSID_速さの謀策3: 速度謀策３
MSID_H_聖剣ティルフィング: 魔防＋３　敵人為魔法兵種時，將戰鬥中受到的\n第一發攻擊傷害降低５０％
MSID_H_瞬閃アイラの剣: 速度＋３\n速度高於敵人時，因自己攻擊造成的奧義發動\n計量變化量＋１（若有多個相同系統效果，僅取最大值）
MSID_H_ファラフレイム: 回合開始時，位於十字方向上、魔防低於自己的敵人\n攻擊及魔防－４（直到敵人下次行動結束）
MSID_H_聖書ナーガ: 克制龍\n戰鬥中抵銷敵人的＋強化狀態\n（抵銷範圍為鼓舞及支援等帶來的＋效果）
MSID_H_速さ魔防の応援: 指定目標的速度及魔防＋３（１回合）
MSID_H_剣姫の流星: 增加速度×４０％的奧義傷害\n（無法繼承）
MSID_H_聖騎士の加護: 受到２格距離攻擊的敵人連續攻擊時，\n第二次攻擊以後受到的傷害降低８０％（無法繼承）
MSID_H_追撃リング: 若戰鬥開始時，自身ＨＰ高於５０％，則必定可進行追擊\n（無法繼承）
MSID_H_リカバーリング: 回合開始時回復１０ＨＰ\n（無法繼承）
MSID_H_速さの紫煙1: 戰鬥後，對方周圍２格內的敵人速度－３\n（直到敵人下次行動結束）
MSID_H_速さの紫煙2: 戰鬥後，對方周圍２格內的敵人速度－５\n（直到敵人下次行動結束）
MSID_H_速さの紫煙3: 戰鬥後，對方周圍２格內的敵人速度－７\n（直到敵人下次行動結束）
MSID_H_速さの謀策1: 回合開始時，位於十字方向上、魔防低於自己的敵人\n速度－３（直到敵人下次行動結束）
MSID_H_速さの謀策2: 回合開始時，位於十字方向上、魔防低於自己的敵人\n速度－４（直到敵人下次行動結束）
MSID_H_速さの謀策3: 回合開始時，位於十字方向上、魔防低於自己的敵人\n速度－５（直到敵人下次行動結束）
MID_CHAPTER_TITLE_CX012: 外傳１３
MID_CHAPTER_CX012: 聖戰世界
MID_STAGE_TITLE_X0121: 外傳１３—１節
MID_STAGE_TITLE_X0122: 外傳１３—２節
MID_STAGE_TITLE_X0123: 外傳１３—３節
MID_STAGE_X0121: 巴爾德的聖騎士
MID_STAGE_X0122: 奧德的劍姬
MID_STAGE_X0123: 古老的血脈
MID_STAGE_HONOR_T0019: 神炎的皇帝
MID_STAGE_T0019: 阿爾維斯
MID_STAGE_HONOR_V0111: 祈り鼓動鼓動鼓動
MID_STAGE_V0111: mk1
MID_STAGE_HONOR_V0112: 静電気が怖い
MID_STAGE_V0112: はたぴー
MID_STAGE_HONOR_V0113: インドアの申し子
MID_STAGE_V0113: はしもん
MID_STAGE_HONOR_V0114: マムクート見守隊
MID_STAGE_V0114: k2
MID_STAGE_HONOR_V0115: 彼方からの一撃
MID_STAGE_V0115: りょう
MID_MISSION_S201706ARENA01_TITLE: 闘技場
MID_MISSION_S201706ARENA01_A1: 闘技場で勝利
MID_MISSION_H_S201706ARENA01_A1: 闘技場で勝利。
MID_MISSION_S201706ARENA01_A2: 闘技場で勝利
MID_MISSION_H_S201706ARENA01_A2: 闘技場で勝利。
MID_MISSION_S201706ARENA01_A3: 闘技場で勝利
MID_MISSION_H_S201706ARENA01_A3: 闘技場で勝利。
MID_MISSION_S201706ARENA01_A4: 闘技場で勝利
MID_MISSION_H_S201706ARENA01_A4: 闘技場で勝利。
MID_MISSION_S201706ARENA01_A5: 闘技場で勝利
MID_MISSION_H_S201706ARENA01_A5: 闘技場で勝利。
MID_MISSION_S201706ARENA01_A6: 闘技場で勝利
MID_MISSION_H_S201706ARENA01_A6: 闘技場で勝利。
MID_MISSION_S201706ARENA01_A7: 闘技場で勝利
MID_MISSION_H_S201706ARENA01_A7: 闘技場で勝利。
MID_MISSION_S201706ARENA01_A8: 闘技場で勝利
MID_MISSION_H_S201706ARENA01_A8: 闘技場で勝利。
MID_MISSION_S201706ARENA01_A9: 闘技場で勝利
MID_MISSION_H_S201706ARENA01_A9: 闘技場で勝利。
MID_MISSION_S201706ARENA02_TITLE: 闘技場
MID_MISSION_S201706ARENA02_A1: 闘技場で勝利
MID_MISSION_H_S201706ARENA02_A1: 闘技場で勝利。
MID_MISSION_S201706ARENA02_A2: 闘技場で勝利
MID_MISSION_H_S201706ARENA02_A2: 闘技場で勝利。
MID_MISSION_S201706ARENA02_A3: 闘技場で勝利
MID_MISSION_H_S201706ARENA02_A3: 闘技場で勝利。
MID_MISSION_S201706ARENA02_A4: 闘技場で勝利
MID_MISSION_H_S201706ARENA02_A4: 闘技場で勝利。
MID_MISSION_S201706ARENA02_A5: 闘技場で勝利
MID_MISSION_H_S201706ARENA02_A5: 闘技場で勝利。
MID_MISSION_S201706ARENA02_A6: 闘技場で勝利
MID_MISSION_H_S201706ARENA02_A6: 闘技場で勝利。
MID_MISSION_S201706ARENA02_A7: 闘技場で勝利
MID_MISSION_H_S201706ARENA02_A7: 闘技場で勝利。
MID_MISSION_S201706ARENA02_A8: 闘技場で勝利
MID_MISSION_H_S201706ARENA02_A8: 闘技場で勝利。
MID_MISSION_S201706ARENA02_A9: 闘技場で勝利
MID_MISSION_H_S201706ARENA02_A9: 闘技場で勝利。
MID_MISSION_S201706ARENA03_TITLE: 闘技場
MID_MISSION_S201706ARENA03_A1: 闘技場で勝利
MID_MISSION_H_S201706ARENA03_A1: 闘技場で勝利。
MID_MISSION_S201706ARENA03_A2: 闘技場で勝利
MID_MISSION_H_S201706ARENA03_A2: 闘技場で勝利。
MID_MISSION_S201706ARENA03_A3: 闘技場で勝利
MID_MISSION_H_S201706ARENA03_A3: 闘技場で勝利。
MID_MISSION_S201706ARENA03_A4: 闘技場で勝利
MID_MISSION_H_S201706ARENA03_A4: 闘技場で勝利。
MID_MISSION_S201706ARENA03_A5: 闘技場で勝利
MID_MISSION_H_S201706ARENA03_A5: 闘技場で勝利。
MID_MISSION_S201706ARENA03_A6: 闘技場で勝利
MID_MISSION_H_S201706ARENA03_A6: 闘技場で勝利。
MID_MISSION_S201706ARENA03_A7: 闘技場で勝利
MID_MISSION_H_S201706ARENA03_A7: 闘技場で勝利。
MID_MISSION_S201706ARENA03_A8: 闘技場で勝利
MID_MISSION_H_S201706ARENA03_A8: 闘技場で勝利。
MID_MISSION_S201706ARENA03_A9: 闘技場で勝利
MID_MISSION_H_S201706ARENA03_A9: 闘技場で勝利。
MID_MISSION_S201706HERO02_TITLE: 大英雄戦
MID_MISSION_S201706HERO02_A1: 特殊：野望の王ミシェイル突破
MID_MISSION_H_S201706HERO02_A1: アルフォンスを自軍に入れて、\n大英雄戦・野望の王ミシェイルをクリア。
MID_MISSION_S201706HERO02_A2: 特殊：野望の王ミシェイル突破
MID_MISSION_H_S201706HERO02_A2: 野望の王ミシェイルを自軍に入れて、\n大英雄戦・野望の王ミシェイル\nルナティックをクリア。
MID_MISSION_S201706HERO02_A3: 特殊：野望の王ミシェイル撃破
MID_MISSION_H_S201706HERO02_A3: アルフォンスで、\nレベル４０以上の野望の王ミシェイルを撃破。
MID_MISSION_S201706HERO02_A4: 特殊：野望の王ミシェイル撃破
MID_MISSION_H_S201706HERO02_A4: 野望の王ミシェイルで、\nレベル４０以上の野望の王ミシェイルを撃破。
MID_MISSION_S201706STORY01_TITLE: 新たなる紋章の世界
MID_MISSION_S201706STORY01_A1: 特殊：外伝７－１節ルナ突破
MID_MISSION_H_S201706STORY01_A1: 剣の仲間を自軍に入れて、\n外伝７－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706STORY01_A2: 特殊：外伝７－２節ルナ突破
MID_MISSION_H_S201706STORY01_A2: 槍の仲間を自軍に入れて、\n外伝７－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706STORY01_A3: 特殊：外伝７－３節ルナ突破
MID_MISSION_H_S201706STORY01_A3: 斧の仲間を自軍に入れて、\n外伝７－３節ルナティックを\n４人全員生存でクリア。
MPID_アテナ: 雅典娜
MPID_カタリナ: 卡達麗娜
MPID_クライネ: 克萊涅
MPID_ロディ: 羅迪
MPID_ルーク: 路克
MPID_ローロー: 羅羅
MPID_HONOR_アテナ: 邊境的劍客
MPID_HONOR_カタリナ: 迷途軍師
MPID_HONOR_クライネ: 黑暗狙擊手
MPID_HONOR_ロディ: 沉著冷靜的侍從騎士
MPID_HONOR_ルーク: 莽撞冒失的侍從騎士
MPID_HONOR_ローロー: 笑臉面具
MPID_H_アテナ: 來自異國的劍客，個性純真率直。\n還不習慣說這個國家的語言，只能用隻字片語交談。\n（登場作品：『ファイアーエムブレム　新・紋章の謎』）
MPID_H_カタリナ: 阿利提亞王國的見習軍師，擁有不為人知的一段過去。\n個性老實，很習慣依賴他人。\n（登場作品：『ファイアーエムブレム　新・紋章の謎』）
MPID_H_クライネ: 企圖暗殺馬爾斯的暗殺集團的一員，和卡達麗娜很親近。\n雖然殘忍又毒舌，但渴望著家人的愛。\n（登場作品：『ファイアーエムブレム　新・紋章の謎』）
MPID_H_ロディ: 阿利提亞第七小隊的見習騎士。\n個性沉著冷靜，和路克是多年來的搭檔。\n（登場作品：『ファイアーエムブレム　新・紋章の謎』）
MPID_H_ルーク: 阿利提亞第七小隊的見習騎士。\n容易得意忘形，和羅迪是多年來的搭檔。\n（登場作品：『ファイアーエムブレム　新・紋章の謎』）
MPID_H_ローロー: 暗殺組織的一員，戴著詭異的面具。\n其他還有許多帶著相同面具的「兄弟」。\n（登場作品：『ファイアーエムブレム　新・紋章の謎』）
MPID_VOICE_アテナ: 日笠陽子(Yoko Hikasa)
MPID_VOICE_カタリナ: 優木かな(Kana Yuuki)
MPID_VOICE_クライネ: 藤原夏海(Natsumi Fujiwara)
MPID_VOICE_ロディ: 八代拓(Taku Yashiro)
MPID_VOICE_ルーク: 梅原裕一郎(Yuuichirou Umehara)
MPID_VOICE_ローロー: 丹沢晃之(Teruyuki Tanzawa)
MPID_ILLUST_アテナ: 深遊(Miyuu)
MPID_ILLUST_カタリナ: kaya8
MPID_ILLUST_クライネ: 由良(Yura)
MPID_ILLUST_ロディ: 板垣ハコ(Hako Itagaki)
MPID_ILLUST_ルーク: Daisuke Izuka
MPID_ILLUST_ローロー: nabe
MSID_火薙ぎの槍: 火薙之槍
MSID_火薙ぎの槍＋: 火薙之槍＋
MSID_ローローの斧: 羅羅之斧
MSID_ローローの斧＋: 羅羅之斧＋
MSID_クライネの弓: 克萊涅之弓
MSID_クライネの弓＋: 克萊涅之弓＋
MSID_ラウアアウル: 赤紅夜梟
MSID_ラウアアウル＋: 赤紅夜梟＋
MSID_守備魔防の応援: 防守魔防支援
MSID_鬼神金剛の一撃1: 鬼神金剛擊１
MSID_鬼神金剛の一撃2: 鬼神金剛擊２
MSID_生命の業火1: 生命業火１
MSID_生命の業火2: 生命業火２
MSID_生命の業火3: 生命業火３
MSID_守備の大紋章1: 防守大紋章１
MSID_守備の大紋章2: 防守大紋章２
MSID_攻撃の謀策1: 攻擊謀策１
MSID_攻撃の謀策2: 攻擊謀策２
MSID_攻撃の謀策3: 攻擊謀策３
MSID_恐慌の奇策1: 恐慌奇策１
MSID_恐慌の奇策2: 恐慌奇策２
MSID_恐慌の奇策3: 恐慌奇策３
MSID_剣の経験1: 劍之經驗１
MSID_剣の経験2: 劍之經驗２
MSID_剣の経験3: 劍之經驗３
MSID_H_火薙ぎの槍: 自己跟敵人皆無法反擊。
MSID_H_火薙ぎの槍＋: 自己跟敵人皆無法反擊。
MSID_H_ローローの斧: 若在戰鬥時進行攻擊，戰鬥後\n敵人的強化狀態由＋轉為－\n（直到敵人下次行動結束）
MSID_H_ローローの斧＋: 若在戰鬥時進行攻擊，戰鬥後\n敵人的強化狀態由＋轉為－\n（直到敵人下次行動結束）
MSID_H_クライネの弓: 克制飛行　由自己發動攻擊時，戰鬥後，對方周圍\n２格內的敵人攻擊及速度－５（直到敵人下次行動結束）
MSID_H_クライネの弓＋: 克制飛行　由自己發動攻擊時，戰鬥後，對方周圍\n２格內的敵人攻擊及速度－５（直到敵人下次行動結束）
MSID_H_ラウアアウル: 戰鬥中的攻擊、速度、防守、魔防提升\n（提升數值為：緊鄰自己的我方人數×２)
MSID_H_ラウアアウル＋: 戰鬥中的攻擊、速度、防守、魔防提升\n（提升數值為：緊鄰自己的我方人數×２)
MSID_H_守備魔防の応援: 指定目標的防守及魔防＋３（１回合）
MSID_H_鬼神金剛の一撃1: 由自己發動攻擊時，戰鬥中的攻擊及防守＋２
MSID_H_鬼神金剛の一撃2: 由自己發動攻擊時，戰鬥中的攻擊及防守＋４
MSID_H_生命の業火1: 若戰鬥開始時，ＨＰ高於敵人３以上，\n戰鬥中的攻擊＋２
MSID_H_生命の業火2: 若戰鬥開始時，ＨＰ高於敵人３以上，\n戰鬥中的攻擊＋４
MSID_H_生命の業火3: 若戰鬥開始時，ＨＰ高於敵人３以上，\n戰鬥中的攻擊＋６
MSID_H_守備の大紋章1: 周圍２格內的我方，\n戰鬥中的防守＋２
MSID_H_守備の大紋章2: 周圍２格內的我方，\n戰鬥中的防守＋３
MSID_H_攻撃の謀策1: 回合開始時，位於十字方向上、魔防低於自己的敵人\n攻擊－３（直到敵人下次行動結束）
MSID_H_攻撃の謀策2: 回合開始時，位於十字方向上、魔防低於自己的敵人\n攻擊－４（直到敵人下次行動結束）
MSID_H_攻撃の謀策3: 回合開始時，位於十字方向上、魔防低於自己的敵人\n攻擊－５（直到敵人下次行動結束）
MSID_H_恐慌の奇策1: 回合開始時，位於十字方向上、ＨＰ低於自己５以上的\n敵人，強化狀態由＋轉－（直到敵人下次行動結束）
MSID_H_恐慌の奇策2: 回合開始時，位於十字方向上、ＨＰ低於自己３以上的\n敵人，強化狀態由＋轉－（直到敵人下次行動結束）
MSID_H_恐慌の奇策3: 回合開始時，位於十字方向上、ＨＰ低於自己的敵人，\n強化狀態由＋轉－（直到敵人下次行動結束）
MSID_H_剣の経験1: 存活時，若自己武器為劍，則取得１．５倍經驗值\n（若有多個相同系統效果，僅取最大值，不重複累計）
MSID_H_剣の経験2: 存活時，武器為劍的我方皆可取得１．５倍經驗值\n（若有多個相同系統效果，僅取最大值，不重複累計）
