[Heroes Archive] (Data_00_first)


Heroes Message Name: Message


MID_MISSION_M0001_TITLE: ２月ミッション
MID_MISSION_S201706HERO02_A3: 特殊：野望の王ミシェイル撃破
MID_MISSION_H_S201706HERO02_A3: アルフォンスで、\nレベル４０以上の野望の王ミシェイルを撃破。
MID_MISSION_S201706HERO02_A4: 特殊：野望の王ミシェイル撃破
MID_MISSION_H_S201706HERO02_A4: 野望の王ミシェイルで、\nレベル４０以上の野望の王ミシェイルを撃破。
MID_MISSION_S201706STORY01_TITLE: 新たなる紋章の世界
MID_MISSION_S201706STORY01_A1: 特殊：外伝７－１節ルナ突破
MID_MISSION_H_S201706STORY01_A1: 剣の仲間を自軍に入れて、\n外伝７－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706STORY01_A2: 特殊：外伝７－２節ルナ突破
MID_MISSION_H_S201706STORY01_A2: 槍の仲間を自軍に入れて、\n外伝７－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706STORY01_A3: 特殊：外伝７－３節ルナ突破
MID_MISSION_H_S201706STORY01_A3: 斧の仲間を自軍に入れて、\n外伝７－３節ルナティックを\n４人全員生存でクリア。
MPID_アテナ: アテナ
MPID_カタリナ: カタリナ
MPID_クライネ: クライネ
MPID_ロディ: ロディ
MPID_ルーク: ルーク
MPID_ローロー: ローロー
MPID_HONOR_アテナ: 辺境の剣士
MPID_HONOR_カタリナ: 迷える軍師
MPID_HONOR_クライネ: 暗闇の狙撃手
MPID_HONOR_ロディ: 冷静沈着の従騎士
MPID_HONOR_ルーク: 猪突猛進の従騎士
MPID_HONOR_ローロー: 笑う仮面
MPID_H_アテナ: 異邦の剣士。まっすぐで純粋な性格。\nこの国の言葉に慣れておらず、片言で喋る。\n（登場：『ファイアーエムブレム　新・紋章の謎』）
MPID_H_カタリナ: アリティア王国の軍師見習い。秘められた過去を持つ。\nおとなしく、他者に依存しがちな性格。\n（登場：『ファイアーエムブレム　新・紋章の謎』）
MPID_H_クライネ: マルス暗殺を企てる暗殺組織の一員。カタリナと親しい。\n残酷で口が悪いが、家族の愛に飢えている。\n（登場：『ファイアーエムブレム　新・紋章の謎』）
MPID_H_ロディ: アリティア第七小隊の見習い騎士。\n冷静沈着で、ルークとは長年の相棒。\n（登場：『ファイアーエムブレム　新・紋章の謎』）
MPID_H_ルーク: アリティア第七小隊の見習い騎士。\nお調子者で、ロディとは長年の相棒。\n（登場：『ファイアーエムブレム　新・紋章の謎』）
MPID_H_ローロー: 暗殺組織の一員。不気味な仮面をかぶっている。\n同じ仮面をつけた「兄弟」たちが大勢いる。\n（登場：『ファイアーエムブレム　新・紋章の謎』）
MPID_VOICE_アテナ: 日笠陽子
MPID_VOICE_カタリナ: 優木かな
MPID_VOICE_クライネ: 藤原夏海
MPID_VOICE_ロディ: 八代拓
MPID_VOICE_ルーク: 梅原裕一郎
MPID_VOICE_ローロー: 丹沢晃之
MPID_ILLUST_アテナ: 深遊
MPID_ILLUST_カタリナ: kaya8
MPID_ILLUST_クライネ: 由良
MPID_ILLUST_ロディ: 板垣ハコ
MPID_ILLUST_ルーク: Daisuke Izuka
MPID_ILLUST_ローロー: nabe
MSID_火薙ぎの槍: 火薙ぎの槍
MSID_火薙ぎの槍＋: 火薙ぎの槍＋
MSID_ローローの斧: ローローの斧
MSID_ローローの斧＋: ローローの斧＋
MSID_クライネの弓: クライネの弓
MSID_クライネの弓＋: クライネの弓＋
MSID_ラウアアウル: ラウアアウル
MSID_ラウアアウル＋: ラウアアウル＋
MSID_守備魔防の応援: 守備魔防の応援
MSID_鬼神金剛の一撃1: 鬼神金剛の一撃１
MSID_鬼神金剛の一撃2: 鬼神金剛の一撃２
MSID_生命の業火1: 生命の業火１
MSID_生命の業火2: 生命の業火２
MSID_生命の業火3: 生命の業火３
MSID_守備の大紋章1: 守備の大紋章１
MSID_守備の大紋章2: 守備の大紋章２
MSID_攻撃の謀策1: 攻撃の謀策１
MSID_攻撃の謀策2: 攻撃の謀策２
MSID_攻撃の謀策3: 攻撃の謀策３
MSID_恐慌の奇策1: 恐慌の奇策１
MSID_恐慌の奇策2: 恐慌の奇策２
MSID_恐慌の奇策3: 恐慌の奇策３
MSID_剣の経験1: 剣の経験１
MSID_剣の経験2: 剣の経験２
MSID_剣の経験3: 剣の経験３
MSID_H_火薙ぎの槍: 自分、敵ともに反撃不可
MSID_H_火薙ぎの槍＋: 自分、敵ともに反撃不可
MSID_H_ローローの斧: 戦闘中に攻撃していれば、戦闘後に\n敵の強化を＋ではなく－とする\n（敵の次回行動終了まで）
MSID_H_ローローの斧＋: 戦闘中に攻撃していれば、戦闘後に\n敵の強化を＋ではなく－とする\n（敵の次回行動終了まで）
MSID_H_クライネの弓: 飛行特効　自分から攻撃した時、戦闘後、敵の周囲\n２マスの敵の攻撃、速さ－５（敵の次回行動終了まで）
MSID_H_クライネの弓＋: 飛行特効　自分から攻撃した時、戦闘後、敵の周囲\n２マスの敵の攻撃、速さ－５（敵の次回行動終了まで）
MSID_H_ラウアアウル: 戦闘中、攻撃、速さ、守備、魔防が\n隣接している味方の人数×２だけ上昇
MSID_H_ラウアアウル＋: 戦闘中、攻撃、速さ、守備、魔防が\n隣接している味方の人数×２だけ上昇
MSID_H_守備魔防の応援: 対象の守備、魔防＋３（１ターン）
MSID_H_鬼神金剛の一撃1: 自分から攻撃した時、戦闘中の攻撃、守備＋２
MSID_H_鬼神金剛の一撃2: 自分から攻撃した時、戦闘中の攻撃、守備＋４
MSID_H_生命の業火1: 戦闘開始時、ＨＰが敵より３以上高い時、\n戦闘中、攻撃＋２
MSID_H_生命の業火2: 戦闘開始時、ＨＰが敵より３以上高い時、\n戦闘中、攻撃＋４
MSID_H_生命の業火3: 戦闘開始時、ＨＰが敵より３以上高い時、\n戦闘中、攻撃＋６
MSID_H_守備の大紋章1: 周囲２マスの味方は、\n戦闘中、守備＋２
MSID_H_守備の大紋章2: 周囲２マスの味方は、\n戦闘中、守備＋３
MSID_H_攻撃の謀策1: ターン開始時、十字方向にいる、自身より魔防が１以上低い\n敵は、攻撃－３（敵の次回行動終了まで）
MSID_H_攻撃の謀策2: ターン開始時、十字方向にいる、自身より魔防が１以上低い\n敵は、攻撃－４（敵の次回行動終了まで）
MSID_H_攻撃の謀策3: ターン開始時、十字方向にいる、自身より魔防が１以上低い\n敵は、攻撃－５（敵の次回行動終了まで）
MSID_H_恐慌の奇策1: ターン開始時、十字方向にいる、自身よりＨＰが５以上低い\n敵の強化を＋ではなく－とする（敵の次回行動終了まで）
MSID_H_恐慌の奇策2: ターン開始時、十字方向にいる、自身よりＨＰが３以上低い\n敵の強化を＋ではなく－とする（敵の次回行動終了まで）
MSID_H_恐慌の奇策3: ターン開始時、十字方向にいる、自身よりＨＰが１以上低い\n敵の強化を＋ではなく－とする（敵の次回行動終了まで）
MSID_H_剣の経験1: 生存時、自身が武器種・剣なら入手経験値１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_剣の経験2: 生存時、自軍の武器種・剣は全員、入手経験値１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_剣の経験3: 生存時、自軍の武器種・剣は全員、入手経験値２倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MID_CHAPTER_TITLE_CX006: 外伝７
MID_CHAPTER_CX006: 新たなる紋章の世界
MID_STAGE_TITLE_X0061: 外伝７－１節
MID_STAGE_TITLE_X0062: 外伝７－２節
MID_STAGE_TITLE_X0063: 外伝７－３節
MID_STAGE_X0061: 迷える軍師
MID_STAGE_X0062: 包囲網
MID_STAGE_X0063: 暗殺者
MID_STAGE_HONOR_T0010: 笑う仮面
MID_STAGE_T0010: ローロー
MID_STAGE_HONOR_T0011: 暗闇の狙撃手
MID_STAGE_T0011: クライネ
MID_Summon_27_monsyou: 新英雄召喚　新たなる紋章の世界
MID_Summon_27_monsyou_02: ピックアップ　癒し系シスターズＡ
MID_Summon_27_monsyou_03: ピックアップ　癒し系シスターズＢ
MID_Summon_27_monsyou_04: ピックアップ　獅子奮迅スキル
MID_MISSION_M201710A_TITLE: １０月ミッションＡ
MID_MISSION_M201710A_A1: 緑属性で撃破
MID_MISSION_H_M201710A_A1: 緑属性の味方で、敵を撃破。
MID_MISSION_M201710A_A2: 騎馬で撃破
MID_MISSION_H_M201710A_A2: 騎馬の味方で、敵を撃破。
MID_MISSION_M201710A_A3: 赤属性を撃破
MID_MISSION_H_M201710A_A3: 赤属性の敵を撃破。
MID_MISSION_M201710A_A4: 歩行を撃破
MID_MISSION_H_M201710A_A4: 歩行の敵を撃破。
MID_MISSION_M201710A_A5: 闘技場で勝利
MID_MISSION_H_M201710A_A5: 闘技場で勝利。
MID_MISSION_M201710A_A6: 青属性で、LV２０以上を撃破
MID_MISSION_H_M201710A_A6: 青属性の味方で、\nレベル２０以上の敵を撃破。
MID_MISSION_M201710A_A7: 歩行で、LV２０以上を撃破
MID_MISSION_H_M201710A_A7: 歩行の味方で、\nレベル２０以上の敵を撃破。
MID_MISSION_M201710A_A8: ＬＶ２０以上の緑属性を撃破
MID_MISSION_H_M201710A_A8: レベル２０以上の緑属性の敵を撃破。
MID_MISSION_M201710A_A9: ＬＶ２０以上の騎馬を撃破
MID_MISSION_H_M201710A_A9: レベル２０以上の騎馬の敵を撃破。
MID_MISSION_M201710A_A10: 闘技場・中級以上で勝利
MID_MISSION_H_M201710A_A10: 闘技場・中級以上で勝利。
MID_MISSION_M201710A_A11: 赤属性で、LV３５以上を撃破
MID_MISSION_H_M201710A_A11: 赤属性の味方で、\nレベル３５以上の敵を撃破。
MID_MISSION_M201710A_A12: 飛行で、LV３５以上を撃破
MID_MISSION_H_M201710A_A12: 飛行の味方で、\nレベル３５以上の敵を撃破。
MID_MISSION_M201710A_A13: ＬＶ３５以上の青属性を撃破
MID_MISSION_H_M201710A_A13: レベル３５以上の青属性の敵を撃破。
MID_MISSION_M201710A_A14: ＬＶ３５以上の飛行を撃破
MID_MISSION_H_M201710A_A14: レベル３５以上の飛行の敵を撃破。
MID_MISSION_M201710A_A15: 闘技場・上級で勝利
MID_MISSION_H_M201710A_A15: 闘技場・上級で勝利。
MID_MISSION_M201710B_TITLE: １０月ミッションＢ
MID_MISSION_M201710B_A1: 特殊：修練の塔・第１階層突破
MID_MISSION_H_M201710B_A1: 修練の塔・第１階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A2: 特殊：修練の塔・第２階層突破
MID_MISSION_H_M201710B_A2: 修練の塔・第２階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A3: 特殊：修練の塔・第３階層突破
MID_MISSION_H_M201710B_A3: 修練の塔・第３階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A4: 特殊：修練の塔・第４階層突破
MID_MISSION_H_M201710B_A4: 修練の塔・第４階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A5: 特殊：修練の塔・第５階層突破
MID_MISSION_H_M201710B_A5: 修練の塔・第５階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A6: 特殊：修練の塔・第６階層突破
MID_MISSION_H_M201710B_A6: 修練の塔・第６階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A7: 特殊：修練の塔・第７階層突破
MID_MISSION_H_M201710B_A7: 修練の塔・第７階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A8: 特殊：修練の塔・第８階層突破
MID_MISSION_H_M201710B_A8: 修練の塔・第８階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A9: 特殊：修練の塔・第９階層突破
MID_MISSION_H_M201710B_A9: 修練の塔・第９階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A10: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201710B_A10: 修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A11: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201710B_A11: 全員歩行の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A12: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201710B_A12: 全員重装の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A13: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201710B_A13: 全員騎馬の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201710B_A14: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201710B_A14: 全員飛行の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201710C_TITLE: １０月ミッションＣ
MID_MISSION_M201710C_A1: 特殊：２章－１節突破
MID_MISSION_H_M201710C_A1: ２章－１節を\n４人全員生存でクリア。
MID_MISSION_M201710C_A2: 特殊：２章－２節突破
MID_MISSION_H_M201710C_A2: 赤属性の仲間を自軍に入れて、\n２章－２節を\n４人全員生存でクリア。
MID_MISSION_M201710C_A3: 特殊：２章－３節突破
MID_MISSION_H_M201710C_A3: 青属性の仲間を自軍に入れて、\n２章－３節を\n４人全員生存でクリア。
MID_MISSION_M201710C_A4: 特殊：２章－４節突破
MID_MISSION_H_M201710C_A4: 緑属性の仲間を自軍に入れて、\n２章－４節を\n４人全員生存でクリア。
MID_MISSION_M201710C_A5: 特殊：２章－５節突破
MID_MISSION_H_M201710C_A5: 無属性の仲間を自軍に入れて、\n２章－５節を\n４人全員生存でクリア。
MID_MISSION_M201710C_A6: 特殊：５章－１節ハード突破
MID_MISSION_H_M201710C_A6: ５章－１節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201710C_A7: 特殊：５章－２節ハード突破
MID_MISSION_H_M201710C_A7: 赤属性の仲間を自軍に入れて、\n５章－２節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201710C_A8: 特殊：５章－３節ハード突破
MID_MISSION_H_M201710C_A8: 青属性の仲間を自軍に入れて、\n５章－３節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201710C_A9: 特殊：５章－４節ハード突破
MID_MISSION_H_M201710C_A9: 緑属性の仲間を自軍に入れて、\n５章－４節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201710C_A10: 特殊：５章－５節ハード突破
MID_MISSION_H_M201710C_A10: 無属性の仲間を自軍に入れて、\n５章－５節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201710C_A11: 特殊：８章－１節ルナ突破
MID_MISSION_H_M201710C_A11: ８章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201710C_A12: 特殊：８章－２節ルナ突破
MID_MISSION_H_M201710C_A12: 赤属性の仲間を自軍に入れて、\n８章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201710C_A13: 特殊：８章－３節ルナ突破
MID_MISSION_H_M201710C_A13: 青属性の仲間を自軍に入れて、\n８章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201710C_A14: 特殊：８章－４節ルナ突破
MID_MISSION_H_M201710C_A14: 緑属性の仲間を自軍に入れて、\n８章－４節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201710C_A15: 特殊：８章－５節ルナ突破
MID_MISSION_H_M201710C_A15: 無属性の仲間を自軍に入れて、\n８章－５節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201709STORY02_TITLE: 優雅なる舞踏祭
MID_MISSION_S201709STORY02_A1: 特殊：外伝１２－１節ルナ突破
MID_MISSION_H_S201709STORY02_A1: 槍の仲間を自軍に入れて、\n外伝１２－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201709STORY02_A2: 特殊：外伝１２－２節ルナ突破
MID_MISSION_H_S201709STORY02_A2: 斧の仲間を自軍に入れて、\n外伝１２－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201709STORY02_A3: 特殊：外伝１２－３節ルナ突破
MID_MISSION_H_S201709STORY02_A3: 剣の仲間を自軍に入れて、\n外伝１２－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201710CHAIN01_TITLE: 縛鎖の闘技場・連勝
MID_MISSION_S201710CHAIN01_A1: 縛鎖の闘技場で、２連勝
MID_MISSION_H_S201710CHAIN01_A1: 縛鎖の闘技場で、２連勝
MID_MISSION_S201710CHAIN01_A2: 縛鎖の闘技場で、４連勝
MID_MISSION_H_S201710CHAIN01_A2: 縛鎖の闘技場で、４連勝
MID_MISSION_S201710CHAIN01_A3: 縛鎖の闘技場で、６連勝
MID_MISSION_H_S201710CHAIN01_A3: 縛鎖の闘技場で、６連勝
MID_MISSION_S201710CHARA01_TITLE: 三人の英雄
MID_MISSION_S201710CHARA01_A1: 敵を撃破
MID_MISSION_H_S201710CHARA01_A1: 敵を撃破。
MID_MISSION_S201710CHARA01_A2: フィルで撃破
MID_MISSION_H_S201710CHARA01_A2: フィルで、敵を撃破。
MID_MISSION_S201710CHARA01_A3: ソワレで撃破
MID_MISSION_H_S201710CHARA01_A3: ソワレで、敵を撃破。
MID_MISSION_S201710CHARA01_B1: 特殊：LV２０以上を撃破
MID_MISSION_H_S201710CHARA01_B1: フィルで、\nレベル２０以上の敵を撃破。
MID_MISSION_S201710CHARA01_B2: 特殊：LV２０以上を撃破
MID_MISSION_H_S201710CHARA01_B2: ソワレで、\nレベル２０以上の敵を撃破。
MID_MISSION_S201710CHARA01_B3: 特殊：LV２０以上を撃破
MID_MISSION_H_S201710CHARA01_B3: 穏和な騎士団長フレデリクで、\nレベル２０以上の敵を撃破。
MID_MISSION_S201710CHARA01_C1: 特殊：LV３５以上を撃破
MID_MISSION_H_S201710CHARA01_C1: フィルで、\nレベル３５以上の敵を撃破。
MID_MISSION_S201710CHARA01_C2: 特殊：LV３５以上を撃破
MID_MISSION_H_S201710CHARA01_C2: ソワレで、\nレベル３５以上の敵を撃破。
MID_MISSION_S201710CHARA01_C3: 特殊：LV３５以上を撃破
MID_MISSION_H_S201710CHARA01_C3: 穏和な騎士団長フレデリクで、\nレベル３５以上の敵を撃破。
MPID_舞踏祭オリヴィエ: オリヴィエ
MPID_舞踏祭アズール: アズール
MPID_舞踏祭黒アクア: アクア
MPID_舞踏祭シグレ: シグレ
MPID_HONOR_舞踏祭オリヴィエ: 祭の舞姫
MPID_HONOR_舞踏祭アズール: 蒼穹のダンサー
MPID_HONOR_舞踏祭黒アクア: 祭の歌姫
MPID_HONOR_舞踏祭シグレ: 深藍のシンガー
MPID_H_舞踏祭オリヴィエ: 見る者を笑顔にする力を持つ踊り子。\nイーリスで開かれた舞踏祭に出演していた。\n（登場：『ファイアーエムブレム　覚醒』）
MPID_H_舞踏祭アズール: 踊り子オリヴィエの血を引くダンサー。\n亡き母の踊りと力を受け継いでいる。\n（登場：『ファイアーエムブレム　覚醒』）
MPID_H_舞踏祭黒アクア: アミュージアのショー会場に現れた、\n正体不明の歌姫。圧倒的な歌唱力を持つ。\n（登場：『ファイアーエムブレム　ｉｆ』）
MPID_H_舞踏祭シグレ: 歌姫アクアの血を引くシンガー。\nアミュージアでは正体を隠し歌っていた。\n（登場：『ファイアーエムブレム　ｉｆ』）
MPID_VOICE_舞踏祭オリヴィエ: 松嵜麗
MPID_VOICE_舞踏祭アズール: 木島隆一
MPID_VOICE_舞踏祭黒アクア: Lynn
MPID_VOICE_舞踏祭シグレ: 細谷佳正
MPID_ILLUST_舞踏祭オリヴィエ: チーコ
MPID_ILLUST_舞踏祭アズール: スエカネクミコ
MPID_ILLUST_舞踏祭黒アクア: kaya8
MPID_ILLUST_舞踏祭シグレ: 由良
MSID_ウルズ: ウルズ
MSID_扇子: 舞踏祭の扇子
MSID_扇子＋: 舞踏祭の扇子＋
MSID_楽譜: 舞踏祭の楽譜
MSID_楽譜＋: 舞踏祭の楽譜＋
MSID_舞踏の輪: 舞踏祭の輪
MSID_舞踏の輪＋: 舞踏祭の輪＋
MSID_業火の舞い1: 業火の舞い１
MSID_業火の舞い2: 業火の舞い２
MSID_業火の舞い3: 業火の舞い３
MSID_疾風の舞い1: 疾風の舞い１
MSID_疾風の舞い2: 疾風の舞い２
MSID_疾風の舞い3: 疾風の舞い３
MSID_静水の舞い1: 静水の舞い１
MSID_大地静水の舞い1: 大地静水の舞い１
MSID_大地静水の舞い2: 大地静水の舞い２
MSID_魔防の大紋章1: 魔防の大紋章１
MSID_魔防の大紋章2: 魔防の大紋章２
MSID_青魔の技量1: 青魔の技量１
MSID_青魔の技量2: 青魔の技量２
MSID_青魔の技量3: 青魔の技量３
MSID_H_ウルズ: 「歌う」「踊る」使用時、\n対象の攻撃、速さ、守備、魔防＋３
MSID_H_扇子: 自分から攻撃した時、戦闘後、\n自分の周囲１マスの味方を７回復\n戦闘中に攻撃していれば、戦闘後に\n敵の守備、魔防－５（敵の次回行動終了まで）
MSID_H_扇子＋: 自分から攻撃した時、戦闘後、\n自分の周囲１マスの味方を７回復\n戦闘中に攻撃していれば、戦闘後に\n敵の守備、魔防－７（敵の次回行動終了まで）
MSID_H_楽譜: 自分から攻撃した時、戦闘後、\n自分の周囲１マスの味方を７回復
MSID_H_楽譜＋: 自分から攻撃した時、戦闘後、\n自分の周囲１マスの味方を７回復
MSID_H_舞踏の輪: 自分から攻撃した時、戦闘後、\n自分の周囲１マスの味方を７回復
MSID_H_舞踏の輪＋: 自分から攻撃した時、戦闘後、\n自分の周囲１マスの味方を７回復
MSID_H_業火の舞い1: 「歌う」「踊る」使用時、\n対象の攻撃＋２
MSID_H_業火の舞い2: 「歌う」「踊る」使用時、\n対象の攻撃＋３
MSID_H_業火の舞い3: 「歌う」「踊る」使用時、\n対象の攻撃＋４
MSID_H_疾風の舞い1: 「歌う」「踊る」使用時、\n対象の速さ＋２
MSID_H_疾風の舞い2: 「歌う」「踊る」使用時、\n対象の速さ＋３
MSID_H_疾風の舞い3: 「歌う」「踊る」使用時、\n対象の速さ＋４
MSID_H_静水の舞い1: 「歌う」「踊る」使用時、\n対象の魔防＋３
MSID_H_大地静水の舞い1: 「歌う」「踊る」使用時、\n対象の守備魔防＋３
MSID_H_大地静水の舞い2: 「歌う」「踊る」使用時、\n対象の守備魔防＋４
MSID_H_魔防の大紋章1: 周囲２マスの味方は、\n戦闘中、魔防＋２
MSID_H_魔防の大紋章2: 周囲２マスの味方は、\n戦闘中、魔防＋３
MSID_H_青魔の技量1: 生存時、自身が武器種・青魔なら戦闘で入手ＳＰ１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_青魔の技量2: 生存時、自軍の青魔は全員、戦闘で入手ＳＰ１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_青魔の技量3: 生存時、自軍の武器種・青魔は全員、戦闘で入手ＳＰ２倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MID_CHAPTER_TITLE_CX011: 外伝１２
MID_CHAPTER_CX011: 優雅なる舞踏祭
MID_STAGE_TITLE_X0111: 外伝１２－１節
MID_STAGE_TITLE_X0112: 外伝１２－２節
MID_STAGE_TITLE_X0113: 外伝１２－３節
MID_STAGE_X0111: 歌姫とダンサー
MID_STAGE_X0112: 踊り子と歌い手
MID_STAGE_X0113: フィナーレ
MID_STAGE_TITLE_ST_X0010: 外伝１１
MID_STAGE_TITLE_ST_X0011: 外伝１２
MID_STAGE_TITLE_ST_X1011: 外伝１１～１２
MID_CHAPTER_ST_CX006: 外伝１１～１２
MID_MISSION_M201709A_TITLE: ９月ミッションＡ
MID_MISSION_M201709A_A1: 青属性で撃破
MID_MISSION_H_M201709A_A1: 青属性の味方で、敵を撃破。
MID_MISSION_M201709A_A2: 歩行で撃破
MID_MISSION_H_M201709A_A2: 歩行の味方で、敵を撃破。
MID_MISSION_M201709A_A3: 緑属性を撃破
MID_MISSION_H_M201709A_A3: 緑属性の敵を撃破。
MID_MISSION_M201709A_A4: 飛行を撃破
MID_MISSION_H_M201709A_A4: 飛行の敵を撃破。
MID_MISSION_M201709A_A5: 闘技場で勝利
MID_MISSION_H_M201709A_A5: 闘技場で勝利。
MID_MISSION_M201709A_A6: 赤属性で、LV２０以上を撃破
MID_MISSION_H_M201709A_A6: 赤属性の味方で、\nレベル２０以上の敵を撃破。
MID_MISSION_M201709A_A7: 飛行で、LV２０以上を撃破
MID_MISSION_H_M201709A_A7: 飛行の味方で、\nレベル２０以上の敵を撃破。
MID_MISSION_M201709A_A8: ＬＶ２０以上の青属性を撃破
MID_MISSION_H_M201709A_A8: レベル２０以上の青属性の敵を撃破。
MID_MISSION_M201709A_A9: ＬＶ２０以上の歩行を撃破
MID_MISSION_H_M201709A_A9: レベル２０以上の歩行の敵を撃破。
MID_MISSION_M201709A_A10: 闘技場・中級以上で勝利
MID_MISSION_H_M201709A_A10: 闘技場・中級以上で勝利。
MID_MISSION_M201709A_A11: 緑属性で、LV３５以上を撃破
MID_MISSION_H_M201709A_A11: 緑属性の味方で、\nレベル３５以上の敵を撃破。
MID_MISSION_M201709A_A12: 騎馬で、LV３５以上を撃破
MID_MISSION_H_M201709A_A12: 騎馬の味方で、\nレベル３５以上の敵を撃破。
MID_MISSION_M201709A_A13: ＬＶ３５以上の赤属性を撃破
MID_MISSION_H_M201709A_A13: レベル３５以上の赤属性の敵を撃破。
MID_MISSION_M201709A_A14: ＬＶ３５以上の騎馬を撃破
MID_MISSION_H_M201709A_A14: レベル３５以上の騎馬の敵を撃破。
MID_MISSION_M201709A_A15: 闘技場・上級で勝利
MID_MISSION_H_M201709A_A15: 闘技場・上級で勝利。
MID_MISSION_M201709B_TITLE: ９月ミッションＢ
MID_MISSION_M201709B_A1: 特殊：修練の塔・第１階層突破
MID_MISSION_H_M201709B_A1: 修練の塔・第１階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A2: 特殊：修練の塔・第２階層突破
MID_MISSION_H_M201709B_A2: 修練の塔・第２階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A3: 特殊：修練の塔・第３階層突破
MID_MISSION_H_M201709B_A3: 修練の塔・第３階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A4: 特殊：修練の塔・第４階層突破
MID_MISSION_H_M201709B_A4: 修練の塔・第４階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A5: 特殊：修練の塔・第５階層突破
MID_MISSION_H_M201709B_A5: 修練の塔・第５階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A6: 特殊：修練の塔・第６階層突破
MID_MISSION_H_M201709B_A6: 修練の塔・第６階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A7: 特殊：修練の塔・第７階層突破
MID_MISSION_H_M201709B_A7: 修練の塔・第７階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A8: 特殊：修練の塔・第８階層突破
MID_MISSION_H_M201709B_A8: 修練の塔・第８階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A9: 特殊：修練の塔・第９階層突破
MID_MISSION_H_M201709B_A9: 修練の塔・第９階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A10: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201709B_A10: 修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A11: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201709B_A11: 全員歩行の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A12: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201709B_A12: 全員重装の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A13: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201709B_A13: 全員騎馬の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201709B_A14: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201709B_A14: 全員飛行の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201709C_TITLE: ９月ミッションＣ
